198.63,1.6789,0.79294,1.2288,0,1.6172,0,1.1525,1.0665,0.42886,0.78687,0.060819,0,0.7113,0,0,0.37569,0.48281,0,0,0.33921,0,0.32222,0,0.087815,0,0.11115,0,0,0.33426,1.2057,1.1087,2.3984,0,1.5009,2.173,0.60094,0,0.57781,0,0.70353,1.5218,0.63731,0,0,2.7137,0.47876,0.38352,0,0,0,0.55829,0.91191,0.30052,0,0,1.1771,0.27589,0,0,0.72869,1.3457,0.88333,0,0.67789,0.22155,0,0.3545,0.18022,0,0,2.351,1.0308,0,1.1457,0,0.4428,0.64615,2.7159,2.1765,0,0.52581,0.29272,0.59842,0,0.75773,0.44207,0.43544,0.30567,0.0072043,0.22163,0,0.095046,0,1.7405,0.80942,4.0806,1.8703,1.9278,0,0,0,1.2042,1.2773,0,0.38276,0.19423,0.24262,0,0.0085214,0,0.061526,0,0.17815,0,0,0.52161,0.11185,0,0,0,1.2251,0,0,0,0.58843,0.096514,0.30926,2.2025,0,1.7856,1.6213,0.68838,0,0.1377,0,0.64204,1.7021,0.55113,0.47405,0,0.1105,0,0.74744,0.4921,0,0.35188,2.5862,1.7719,0.84585,0,0,0,2.5111,0.77164,0,0,0,2.7747,0,0.21086,0.93281,0,1.5182,1.5652,1.1507,0,0.92293,0,1.5901,0,1.5997,0,0,0,0.79619,0,1.5063,0,1.9194,0.82857,0.084877,0,1.2526,2.4005,0.98055,0.30217,0.74525,2.106,0.95498,3.4279,2.2081,0.045145,1.8953,0.65529,0,0.58456,0.32753,2.7403,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6789,197.73,0,0.010425,0,0,0,1.3294,0,1.2634,0,0.022431,0,0,0,1.2745,0,0.34649,0,0,1.1221,0.3298,0.68102,3.0374,0,0,0,1.37,0,0,0.083781,0,1.36,0.77165,0,0,0.11094,2.8224,1.1643,0.86926,1.6085,0.58866,1.9924,0.072157,0.97212,0,0,0.87015,1.086,0.82319,0.80755,1.1191,1.8961,0.046781,0.037623,1.6063,1.1143,0.85176,0.68359,0,0,2.6346,0.10929,0.05246,1.8476,0.16622,0,0.054482,0.29663,0.92278,1.0634,1.2614,0,0.0047423,1.2289,3.438,0,0,1.182,0,3.1136,1.7016,1.0406,1.0811,0.89638,1.02,0,0,0.52508,0.62818,0,0,0.75855,0.21426,0.55509,0.29572,1.4884,1.8487,0.41711,0,0.89775,0.46411,0.0084435,0.11852,0.40525,0.58721,0.3912,0.14018,0.5989,1.1942,3.7317,0,0,0.97747,1.7659,0,0.86821,1.0604,1.4022,0,0.21201,0.38365,0,0.43778,0,0.24771,0.63129,0.60997,0.23401,0,0.38246,0,1.1123,1.6007,0,0,0.45335,1.2912,0,0.60711,0,0,0.14829,1.7755,0,0,0.40658,0,0,0,0,2.451,0,0,1.5939,0.13487,0.67438,0.72691,2.12,1.5782,0.49542,0.64236,0.25749,0.41222,0.061601,0.57859,0.92163,0.03219,0,2.3302,1.3338,0,0,0.21653,0.67774,0.45288,2.085,0.79445,0.24092,0,0.57949,0,0,0.1178,1.4519,1.1907,0,0.19355,0.64047,0,1.0428,0.90096,0,0,0.8764,0,0.16699,1.379,0,1.1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.79294,0,200,0.53498,0.68692,0,0.0070604,0.96957,1.959,0,1.4136,0,0,0,0,0,2.3451,0.55426,0,0,0,0,0.70616,0,0,0.51467,1.1777,0.89674,0.30348,0.2676,0,0.5177,0,0.43425,0,1.5465,0.34143,0.060284,0,0,0,0.52589,1.3261,1.3747,0.23831,0,0,0,2.1615,0,0.10356,0,0.032212,0.55655,0.47827,0,1.9729,0,1.2696,0,0.7199,0,0,0.44877,0,0,2.2642,0,0.11072,0,0.032808,0.54166,0.88373,0.51918,0.77433,0.47032,1.6402,0,0,0.033638,0.37575,0,0,0,0,0.53458,0.75093,0,0,0,0,0,0.028262,0.91349,0.097995,0.46088,0.8781,0.13566,1.0674,1.1928,0,0.6935,0.27084,0.3665,0,0,0,0.42561,0,0.38751,0.040143,3.8642,0.72113,0,0.35024,0.40041,0.86617,0,0,1.7188,2.3687,0.70222,0,1.1362,0,1.3357,0,2.442,0.21278,0.043687,1.9128,0.75331,1.577,2.8628,0,0.48035,1.0214,0,0.93283,1.2645,0,0,0.85226,0.31329,0,0.34294,0.29139,0.056769,1.2836,0.065011,0,0,0,2.3245,2.3117,0,0.79051,0.47219,0.4125,1.3693,3.0347,1.1058,2.2276,1.2484,0,0,0.63043,2.2406,1.5798,1.3335,2.9042,0.82555,0.81666,0.62143,1.3704,0,0,1.0284,0.3129,1.0146,0.82203,1.0307,2.4608,0,0,0,0,0,0,0.23982,0.56689,0,2.8842,0,0,0.6985,0,0.049016,2.2627,1.1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2288,0.010425,0.53498,200.97,1.381,0,0,0.72971,0,0.17432,0.34164,0.11455,0,0.74198,0.63774,0,0.27514,0.62938,1.7507,2.1593,0.30991,0.3752,1.8505,0,1.175,0.33531,0,1.6458,0,0.34013,0,1.231,0,0.84803,0,2.3785,0,0.77183,0,0,0,0.10283,0,2.0163,0.9997,1.8293,0.63728,0.90683,1.8495,0,0.14923,0,0.33437,0,0,1.8948,0,0,0.26054,0,0,0.76777,1.0607,0.51262,0.74327,0,0,0,0.23507,1.5654,0,1.0453,0.30661,0.2342,0,0,0,2.8062,0.047647,0,0.010845,0,0.019332,0,0.02678,1.7928,1.4015,2.248,0,0.94109,0,4.0981,0,0.84928,1.0333,1.3639,0,1.0407,0.026313,0,2.9858,1.3571,0.4224,0.32548,0,0,1.5883,0.82331,0,0,1.1386,0,0.95408,0,0,0.71953,0.33294,1.4407,0.28781,0,0.51567,0,0.43104,0,2.1964,1.6154,1.3951,0.59569,2.3163,0.15448,2.6565,0,1.5943,1.5802,0,0.19041,0.32124,0.76773,0,0.52381,0.43122,0,0.76988,1.102,1.6522,1.5565,0,0,0.77654,0.78332,0,0,0,0,0.82312,0,0,1.0929,0.87933,0,0,0.82828,0.30911,1.1792,0,0,1.2054,0,0.77886,0.76547,0,1.4869,0,0.17703,0.35093,1.3084,1.2501,0,0.74862,1.6977,0,0,1.0433,2.4942,1.3333,0,3.4904,1.0213,0,0,1.2216,0.23859,0,0.31478,0.13796,0,0,0.25624,0,0.71579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.68692,1.381,199.89,0.30395,0.91638,1.734,0.53252,0,0.038509,0,1.785,0.52767,1.1082,0,0.37856,1.5897,0.52638,0.18974,0,0,2.71,2.5104,2.1672,0.13153,0.88869,0,0.68526,1.6901,0.66546,0,0.86768,0,0,0.4163,0.75923,0.9901,0,0.21567,1.4194,0.13987,0,0.1394,0,0,0.34928,1.8361,0.0196,0,0.034433,2.0544,0,0,0,0,0,0.70315,0.022363,1.3639,0,0.48411,0.97375,0.90577,0,1.5343,2.1315,1.5812,0.88012,0.94124,1.0487,0.21726,1.0978,0.47932,2.2857,1.2008,1.7807,0,0,0.97653,0,0.6027,0,0,0,2.0489,0,1.481,0,0,0,0.30982,0.57534,0.6236,2.8585,0,0.97275,1.3081,0.94452,1.3318,0,0.41103,1.6973,0,1.2865,0,0,0,0.43717,0.051889,1.3362,2.5335,1.8064,0,0,0,0,1.6299,1.6656,0.93466,0,0,1.3274,0,0.92991,2.9516,0.085403,1.554,0,0,0,0,2.1506,0,0.82947,0,0.69914,0.94337,0.8976,0.10674,0.79872,0.31535,0,0,0,0,0,0.48092,2.0181,0.23057,0.73573,1.3011,0.21206,0.41591,0,0,0.41587,0,0.31742,0,0.66923,0.23285,1.5544,0.37983,0.41052,0.010952,0,0.25214,0,1.0081,0,0.21727,1.1006,0,0,1.0378,0,2.793,0.9689,0.19325,2.1899,0.28326,1.72,0,0,0.24619,2.4231,0,1.7427,0.86566,0.30805,2.5069,0,0,2.0819,0.64885,0,0,0,2.0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6172,0,0,0,0.30395,199.35,0.56616,0,0.1476,1.6382,0,0.20152,1.6999,0.53418,1.3967,0,2.8403,0,0.64206,1.1434,2.8704,0.22462,0.21913,0,2.6467,0.74783,1.3511,0.54982,2.2979,0,0,0.36464,0.96773,0.43693,0.28558,1.1667,1.5842,0.17787,0,0,0.88792,0.80937,0.4571,0.6428,1.8262,0,3.1912,0,0.43767,0.35906,0.81406,0,0,2.402,0,2.093,0,1.4034,0.23075,0.19217,0.024839,0.57644,0,0.44691,0.73201,0.42305,0,0.86881,0.46784,1.0311,0.44747,1.6136,0,1.4119,0,0.64139,0.54997,0,3.4273,0.037281,1.255,0.14547,2.2604,1.0901,0,0.26352,0,1.5202,0.081378,0.62625,0,0.0019735,0,0.54224,0.018958,0,1.083,0.036649,0.9075,0.0037816,0,0,0.12802,3.8033,0.015957,0.28365,0,0.11908,0.32558,0.43154,0,2.0588,0.96042,1.736,0,0,1.6528,0.56116,0,0.79313,0,0,0,1.215,2.1844,0,1.012,0,0,0.48402,0.89344,0,0,0.51942,0,0.52092,0.068196,0.44823,1.0962,0,1.0189,2.4786,0.99374,0.6541,0,1.3101,0.52898,0.84583,0,0.99201,0.45171,0,0.50847,1.3837,2.9223,2.1973,2.1298,0.62862,0.14363,0,0,0,1.4889,0,1.5439,0.012096,0.90436,2.9588,0,0.6803,0.27774,1.2194,1.7554,1.7751,1.4228,2.8695,1.1051,2.1949,0,0,0.57168,0.23448,0.07982,0,0,0.60435,1.284,1.0813,2.001,0.78476,0,1.6804,1.0363,0,0.31196,1.4234,0.25145,0,0.40554,0.64434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0070604,0,0.91638,0.56616,200,0.23708,0.86559,0.99062,0.7448,0,1.3618,0,1.0172,0,0,0,0.90597,0.41896,0,0,0.53767,1.1295,0,1.0999,0.93828,0,0,0.75055,0.49157,2.3228,0,0,0.76383,0,0.52848,0.59969,0.30961,1.693,0,0,0,0.08446,0,2.4469,0,0,0,0.69567,0,1.0107,2.139,0.50333,1.0513,0,0,0.71666,0.92381,0.78824,1.2807,0,0.79376,1.0041,0,0,0,0.020516,0.26496,0.30116,0,0,0,0,0.1105,0.29222,0.34902,0.29456,0.20518,0,0,3.3782,1.0838,0.46053,0,0,0,1.0572,3.5289,1.1143,0.40777,1.2152,0,0,0,0.55198,0.38905,0.015217,1.0086,0.71592,2.1681,0,1.0759,1.4109,0.41453,0.98961,1.8758,0.7457,0,0.89731,0.36908,0.98493,0.79257,0.8494,0.039236,0.95448,0,0,0,0.5736,0.014394,0.96646,1.2523,0.13236,0,0.23881,0.97786,1.8797,0,0.91317,0.40194,0,0,0,0.41576,0.57475,0.65316,0.24546,0,1.0458,0.63043,1.3475,0.39159,1.1401,0,0,1.9674,0,0.69272,0.12956,1.8807,0,0,0.9324,0.58614,0,0.033902,1.593,0,0,1.9999,0,0,0.72659,0,0,0.24278,0.15218,0,1.6202,1.4881,0,2.4334,0,0.38748,0,0,1.4562,0.4322,0.26038,2.6427,0,0.3794,0.91714,0.18632,1.113,0,0,0.46011,0,0,0.22875,2.1992,0,0,0,0,1.7729,0.39984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1525,1.3294,0.96957,0.72971,1.734,0,0.23708,200,0,0,1.944,0,0,0.82474,0,0.40909,0.88352,0,0,0,0.18495,2.7363,0.25365,0.6353,1.2782,0.28628,0.01422,0.3412,0,0.4134,0,1.0645,0.96804,0.34453,1.3385,0,0,0,0,0.040641,0,1.3149,0,1.4978,0.14906,0.7038,0,1.4763,0.45594,0,0,0,0,0,1.1076,0.016321,0,0.66209,0,0.74794,0,0,0.5775,2.6413,0,0.31283,0.42462,0.22638,0,0.4204,1.2925,1.2855,0,0,1.5713,2.1963,0.063631,0,0,1.8817,2.4417,0.084594,0,1.0397,1.1208,0,0,1.098,0.42631,3.6145,0.36623,0.79881,0.71439,0.18832,0.21705,0.38084,0,1.578,0,0.31495,1.5596,1.0296,0,0,1.7444,0.072413,3.5766,1.7181,0,0,1.6473,0.88746,0,0.9962,0,1.3718,1.1624,0,0.27042,2.0887,1.7532,3.6887,0,0,4.0746,0,1.1221,0,0.43885,1.0041,0.7829,0,0.012423,1.0058,2.5897,0,0.69807,1.2601,1.0852,0.63243,0,0,0,0.51082,0.44849,0,0.17713,0,0.76376,0.86568,0.094118,1.2274,1.9978,0,1.7088,0.083662,1.6333,0.39734,0,0.72085,1.7608,0.49402,0,0,0,0.40672,0.25802,0,0.21183,0.74064,0,0.045236,1.2056,1.7882,0,0,0.30991,0.11189,0.57762,0.34578,0,2.4956,0,0.32679,1.355,0.96164,0,0,0,0.59661,0.19378,0,0.87954,2.4782,1.1643,1.6208,0,0,0.63873,1.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0665,0,1.959,0,0.53252,0.1476,0.86559,0,200,0.52572,0,0.86904,0.3596,0,0,0.20949,0.85744,0,0,0,0,0,1.5773,0,0.22808,0,0,0.55876,1.4415,0.95425,0.35009,0.26957,0,0,0.36281,0,0,0,0,0.69621,1.3177,1.2253,0.43675,0,0.7973,1.6182,0,0,0,1.6116,2.2564,0,0.69524,2.4852,0,1.7562,0,0,0.043531,0,1.915,1.3592,0.48019,0,1.1714,0,0.33989,0,1.258,0.22395,3.3417,0,0,1.8141,1.9006,0.093075,0.32991,0.098692,1.4423,0.94353,0,0,0.9293,0,2.2349,0,1.3061,1.3661,1.1771,0.99625,1.6184,0,0,0,0,0,3.4932,0,0.42261,0,0,0.44174,0.078539,0.84465,0.21257,0.88551,2.4285,0,0,0.95194,0,1.33,0.58398,0,0,0.022009,2.0682,0,0.74983,0.47437,0,0,0.91087,1.8826,0.95061,0,2.4493,0.99617,0,0,0,0.77375,0,0,0.63066,0.57405,0,0.99772,0,0.70583,0,0.89542,0.26653,0,0.82237,0,1.1677,1.0971,1.3946,0,0,0.40196,1.6826,0.045249,0,0,1.8353,0,0.17537,0.21128,0.51257,0,0.86343,0,0.44368,0.39337,0.98336,0,0.59486,1.1711,0,0.13723,0.067928,0.26661,0.03297,0,0.80947,0,1.2681,1.0401,1.9627,0.028165,1.2392,0,0,0.2236,0.12714,0.10617,0.71602,0.83505,0,1.8582,0.48565,0,0,0.26866,0,0.85016,0.16237,1.2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42886,1.2634,0,0.17432,0,1.6382,0.99062,0,0.52572,200,1.1641,0.65839,0.56509,0,0.080372,0.47601,0,1.3527,0.74453,2.1174,0,0,1.5071,1.583,0.94848,1.8846,0,0,0.11119,0.41759,0.32821,0,0,0,0.0060576,0,0,0,1.4992,2.302,0,0.49367,0.39916,0,1.9374,0,1.2226,1.4639,0,0.3616,0.95445,0,0.21848,2.0629,2.0907,0,1.2245,0.69612,0,0.6603,1.11,1.1712,0,0.60648,0.1855,0.71977,0.23602,0.17398,0.73291,1.1736,0,0.15326,0,0.63639,0.9953,0,0,1.2508,1.4231,0.61855,0.50897,0,0.91273,0.41699,0.29103,1.4036,0,0,0.081906,0.16095,0.60834,0,0,3.1873,0.31551,0,0.70729,0,0.18004,0,0.64808,2.6938,0,0.17978,0.12198,0,1.3828,1.1649,0,1.0861,0,0.94797,0.8954,0,1.6492,1.8959,0,0,2.4705,0,0,0,1.9842,0.76988,0.74247,0.18368,0,0,0.59013,3.6307,0.53353,2.2505,0,0.38928,0.67838,1.1885,0,0,0,0.7478,0.21669,0,0.80144,0.63368,0,4.4595,0,0.10364,0.68787,1.5512,0.6917,0,0.37549,0.15818,0.99951,1.0607,1.1591,0.11989,0.098152,0,2.2577,0.56854,0.28345,1.0867,1.3848,0,0,1.6319,0.49294,2.6679,1.1247,1.0171,0,0.87223,1.9668,0,0,0,0.18336,1.6073,0.99529,0.96452,0,0.59531,0.51322,0.85964,0,1.2467,0,0,0,0.58127,1.0426,0.1242,1.6386,0,1.0307,1.8869,0.95287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
